campaign_id,advertiser_name,agency_name,industry_vertical,campaign_objective,buy_type,sale_type,contract_status,contract_value_usd,budget_usd,campaign_start_date,campaign_end_date,ad_play_date,ad_play_month,ad_play_quarter,ad_play_year,network,media_type,show_title,genre,content_rating,daypart,ad_format,device_type,ad_duration_seconds,is_sponsorship,state,dma_region,viewer_age_range,viewer_gender,viewer_income_bracket,viewer_interest,subscription_tier,opt_in_ads,days_active_30d,approved_impressions,impressions_delivered,delivery_rate_pct,clicks,ctr_pct,conversions,conversion_rate_pct,completion_rate_pct,viewability_pct,frequency_count,ad_cost_usd,ad_revenue_usd,cpm,roas,error_flag
5344,Nike,Spark Foundry,QSR,Conversions,Upfront,Upfront,Makegood,1182300.31,1152829.31,2023-12-31,2024-02-18,2023-10-29,10,4,2023,Cartoon Network,Social,NBA on TNT,Animation,TV-MA,Prime Time (7-11pm),Mid-roll,Smart TV,60,No,MI,New York,55-64,Male,$30-60K,True Crime,Max Ad-Lite,Yes,17,1538859,1538859,100.0,47615,3.094,1123,2.359,90.6,94.1,12,77332.28,99632.37,50.253,1.288,
5262,Budweiser,Canvas Worldwide,Telecom,Conversions,Scatter,Programmatic,In Flight,1964596.32,1859019.51,2024-03-20,2024-04-30,2023-01-29,1,1,2023,CNN,Display,Anderson Cooper 360,True Crime,TV-Y,Prime Time (7-11pm),Companion Banner,Smart TV,15,No,MI,Phoenix,18-24,Male,$100-150K,Drama,Max Ad-Lite,Yes,20,5368164,4670645,87.01,133410,2.856,9523,7.138,67.6,78.7,10,368819.35,534527.62,78.9654,1.449,
5283,T-Mobile,Dentsu,Gaming,Brand Awareness,Upfront,Upfront,Makegood,2178500.19,1927433.54,2024-04-08,2024-04-27,2023-07-29,7,3,2023,TNT,Digital Video,Robot Chicken,Action,TV-Y7,Overnight (2-5am),Overlay,Smart TV,15,No,MI,Los Angeles,45-54,Male,<$30K,Reality TV,Max Ad-Lite,No,24,2272634,1804346,79.39,24050,1.333,2448,10.179,91.7,53.3,2,123710.11,200769.88,68.5623,1.623,
5850,Walmart,IPG Mediabrands,Finance,Reach,Scatter,Upfront,Executed,618019.14,535256.29,2024-03-07,2024-08-24,2023-04-13,4,2,2023,TBS,Streaming (SVOD),White Lotus,True Crime,TV-Y7,Prime Time (7-11pm),Pre-roll,Mobile,30,No,MA,Boston,45-54,Male,$100-150K,True Crime,Max Ad-Lite,No,7,4919793,4567474,92.84,128984,2.824,12386,9.603,73.0,82.6,8,188557.2,232591.43,41.2826,1.234,
5856,Rolex,IPG Mediabrands,Automotive,Subscription Drive,Upfront,Upfront,In Flight,1305990.63,1200079.55,2023-02-07,2023-03-12,2024-12-10,12,4,2024,Cartoon Network,Programmatic,The Wire,Documentary,TV-Y7,Prime Time (7-11pm),Pre-roll,Mobile,15,No,GA,New York,25-34,Female,$60-100K,News,Max Ad-Lite,Yes,22,1584197,1584197,100.0,91180,5.756,7232,7.932,67.9,62.9,1,311370.12,357981.28,196.5476,1.15,Timeout
5229,BMW,Dentsu,Healthcare,Reach,Upfront,Programmatic,In Flight,1170568.25,1027640.19,2024-01-06,2024-03-01,2023-10-06,10,4,2023,TBS,Programmatic,CNN Tonight,Action,TV-MA,Morning (9am-12pm),Pre-roll,Mobile,30,No,CO,Miami,18-24,Female,$100-150K,Documentary,Max Ad-Lite,No,16,496769,464527,93.51,6342,1.365,436,6.875,63.4,84.3,9,16736.77,24329.79,36.0297,1.454,
5888,Burger King,Zenith,CPG,Brand Awareness,Upfront,Direct IO,Executed,2042968.24,1999801.88,2023-12-23,2024-01-06,2023-01-18,1,1,2023,Discovery+,Programmatic,Anderson Cooper 360,News,TV-Y,Morning (9am-12pm),Pre-roll,Mobile,30,No,NC,Dallas,25-34,Male,$60-100K,Kids & Family,Max Ad-Lite,Yes,1,7907372,7751135,98.02,321674,4.15,30093,9.355,73.0,100.0,7,526646.99,644275.12,67.9445,1.223,
5280,Ford,Hearts & Science,Automotive,Brand Awareness,Upfront,Scatter,In Flight,793253.77,855554.1,2024-02-25,2024-06-20,2024-06-06,6,2,2024,TBS,Digital Video,The Last of Us,Documentary,TV-Y7,Prime Time (7-11pm),Pre-roll,Desktop,30,No,TX,Dallas,35-44,Male,$30-60K,Gaming,Linear (No Sub),Yes,13,2143650,1870500,87.26,77075,4.121,5384,6.985,64.1,90.7,6,31585.08,49611.59,16.8859,1.571,
5870,Expedia,Havas Media,Pharma,Subscription Drive,Programmatic Guaranteed,Scatter,Executed,249197.43,236047.98,2023-03-13,2023-06-15,2023-08-06,8,3,2023,HBO,Social,Shark Week,Sports,TV-MA,Early Morning (5-9am),Mid-roll,Smart TV,15,No,TX,Los Angeles,18-24,Female,$100-150K,Documentary,Linear (No Sub),No,19,5296803,4822756,91.05,109657,2.274,12705,11.586,60.3,66.1,3,173173.59,196364.09,35.9076,1.134,
5290,Peacock,Assembly,Retail,Reach,Upfront,Scatter,In Flight,1624923.98,1676078.43,2024-01-31,2024-02-26,2024-03-15,3,1,2024,TBS,Display,The Last of Us,Comedy,TV-Y7,Early Morning (5-9am),Pre-roll,Smart TV,15,No,IL,New York,45-54,Male,$60-100K,Animation,Linear (No Sub),No,3,1393216,1298703,93.22,34455,2.653,3283,9.528,60.7,94.3,3,139667.33,170717.43,107.5437,1.222,
5680,Amazon,Zenith,Tech,Retargeting,Open Market,Direct IO,Cancelled,2329926.21,1973650.98,2024-01-25,2024-05-17,2023-05-29,5,2,2023,HBO,Social,Rick and Morty,Drama,TV-MA,Morning (9am-12pm),Pre-roll,Smart TV,45,No,MN,San Francisco,45-54,Male,>$150K,Gaming,Linear (No Sub),No,5,849102,762021,89.74,13087,1.717,492,3.759,84.3,72.6,8,14627.3,18834.7,19.1954,1.288,
5047,McDonald's,Assembly,CPG,Lead Generation,Programmatic Guaranteed,Programmatic,Pending,2050136.8,1736388.45,2023-07-27,2024-01-10,2024-12-25,12,4,2024,TNT,Social,Inside the NBA,Sports,TV-Y7,Afternoon (12-4pm),Post-roll,Smart TV,60,No,FL,Los Angeles,65+,Female,>$150K,Comedy,Max Ad-Free,No,23,6127736,5995829,97.85,190001,3.169,15813,8.323,80.6,87.2,4,534996.43,878836.77,89.2281,1.643,
5975,Domino's,Dentsu,Entertainment,Retargeting,Upfront,Direct IO,Executed,256697.2,217880.07,2023-03-27,2023-04-18,2024-12-19,12,4,2024,Bleacher Report,Audio,Looney Tunes,Documentary,TV-Y7,Morning (9am-12pm),Post-roll,Smart TV,15,No,CO,Dallas,55-64,Male,$30-60K,Documentary,Max Ad-Free,Yes,25,2636146,2606936,98.89,99617,3.821,4831,4.85,67.4,73.1,7,207380.98,265996.24,79.5497,1.283,
5715,Walmart,Dentsu,QSR,Tune-In Promotion,Open Market,Upfront,In Flight,857102.68,747377.93,2023-11-13,2024-03-18,2024-06-02,6,2,2024,truTV,Digital Video,Inside the NBA,Sports,TV-Y7,Afternoon (12-4pm),Companion Banner,Smart TV,30,No,NY,New York,18-24,Female,>$150K,Gaming,Max Ultimate,No,19,5319800,4197541,78.9,23572,0.562,1762,7.475,62.8,100.0,5,130177.08,175433.96,31.0127,1.348,
5214,Chevrolet,Wavemaker,Pharma,Brand Awareness,Scatter,Programmatic,Makegood,329721.66,318039.41,2023-08-23,2024-02-14,2024-07-15,7,3,2024,TBS,Digital Video,Looney Tunes,Documentary,TV-Y,Prime Time (7-11pm),Native,Smart TV,15,No,AZ,Los Angeles,25-34,Male,$60-100K,Sports,Max Ad-Free,No,10,6152801,4927565,80.09,60193,1.222,5482,9.107,98.1,64.4,8,295666.71,338159.12,60.0026,1.144,
5758,EA Sports,IPG Mediabrands,Tech,Tune-In Promotion,Scatter,Upfront,Executed,773005.01,868984.16,2023-09-22,2023-10-06,2023-11-30,11,4,2023,HBO,Programmatic,90 Day Fiancé,News,TV-Y7,Prime Time (7-11pm),Overlay,Mobile,30,No,OH,New York,35-44,Female,>$150K,News,Max Ad-Lite,Yes,2,279416,278358,99.62,6395,2.297,695,10.868,100.0,88.6,4,9640.76,11265.35,34.6344,1.169,
5024,Samsung,Assembly,Retail,Subscription Drive,Programmatic Guaranteed,Direct IO,Executed,611649.48,706593.66,2023-07-15,2023-08-11,2024-12-16,12,4,2024,TBS,Social,CNN This Morning,Sports,TV-Y,Prime Time (7-11pm),Mid-roll,Desktop,15,No,WA,Boston,35-44,Male,$100-150K,Drama,Linear (No Sub),Yes,12,6127282,5051100,82.44,199835,3.956,18971,9.493,80.7,70.3,10,527413.13,777495.74,104.4155,1.474,Buffering
5321,DraftKings,Havas Media,Luxury Goods,Tune-In Promotion,Upfront,Direct IO,In Flight,358243.16,351582.01,2023-08-21,2024-01-26,2023-11-29,11,4,2023,Bleacher Report,Display,House of the Dragon,Drama,TV-MA,Late Night (11pm-2am),Overlay,Smart TV,30,No,AZ,Denver,25-34,Female,<$30K,Documentary,Linear (No Sub),Yes,6,3888953,3440434,88.47,63131,1.835,6649,10.532,60.6,89.5,4,57042.74,83640.78,16.5801,1.466,
5274,Heineken,Mediahub,Tech,Brand Awareness,Scatter,Upfront,Makegood,1388471.3,1605837.59,2023-06-18,2023-11-05,2023-08-12,8,3,2023,Bleacher Report,Streaming (SVOD),Robot Chicken,Reality,TV-MA,Early Fringe (4-7pm),Mid-roll,Desktop,30,No,OH,Philadelphia,25-34,Male,$100-150K,Reality TV,Linear (No Sub),No,5,4306399,3556755,82.59,95088,2.673,5640,5.931,87.4,57.1,11,233255.55,267327.81,65.581,1.146,
5556,Lexus,Horizon Media,Retail,Subscription Drive,Scatter,Upfront,Pending,670426.75,594003.84,2023-08-08,2024-01-21,2023-04-30,4,2,2023,Discovery+,Digital Video,Barry,True Crime,TV-Y7,Late Night (11pm-2am),Native,Smart TV,45,No,NC,New York,35-44,Female,$100-150K,Sports,Max Ultimate,No,8,4647414,4558555,98.09,179240,3.932,9723,5.425,60.1,78.0,12,248681.03,388437.14,54.5526,1.562,
5844,CVS Health,Carat,Pharma,Tune-In Promotion,Scatter,Scatter,Pending,97040.47,107779.34,2024-05-04,2024-10-06,2023-07-16,7,3,2023,Adult Swim,Digital Video,And Just Like That,Animation,TV-14,Late Night (11pm-2am),Companion Banner,Mobile,15,No,CA,Philadelphia,65+,Female,$60-100K,Kids & Family,Linear (No Sub),Yes,9,7425824,7419036,99.91,137672,1.856,16309,11.846,54.9,64.5,10,351616.31,483231.59,47.3938,1.374,
5313,Eli Lilly,GroupM,Travel,Conversions,Upfront,Upfront,Makegood,843211.34,938786.66,2024-03-19,2024-04-06,2024-03-21,3,1,2024,Adult Swim,Streaming (SVOD),Planet Earth III,Documentary,TV-14,Prime Time (7-11pm),Pause Ad,Smart TV,30,No,MI,Chicago,25-34,Female,$30-60K,Gaming,Max Ad-Lite,Yes,19,460884,416259,90.32,6868,1.65,815,11.867,79.2,56.6,10,59208.6,66437.19,142.2398,1.122,
5363,Apple,Carat,Pharma,Tune-In Promotion,Upfront,Programmatic,Makegood,276417.28,301985.21,2023-05-06,2023-06-03,2023-08-17,8,3,2023,Cartoon Network,Social,Robot Chicken,Action,TV-Y,Late Night (11pm-2am),Post-roll,Smart TV,15,No,TX,Detroit,45-54,Male,$100-150K,Comedy,Max Ultimate,Yes,15,661942,592399,89.49,20032,3.382,939,4.688,67.6,74.8,5,68138.74,115317.49,115.0217,1.692,
5668,BMW,IPG Mediabrands,Telecom,Subscription Drive,Scatter,Sponsorship,Executed,1010167.99,1077371.0,2023-05-18,2023-08-21,2024-06-01,6,2,2024,TBS,FAST,Inside the NBA,Drama,TV-G,Early Fringe (4-7pm),Pre-roll,Smart TV,15,Yes,NC,Dallas,45-54,Female,$60-100K,Documentary,Max Ultimate,Yes,27,6984076,6149997,88.06,219610,3.571,19472,8.867,76.5,77.1,5,543154.82,784533.39,88.3179,1.444,Ad Block
6000,Subway,Omnicom Media Group,Pharma,Tune-In Promotion,Upfront,Programmatic,Executed,87685.24,88780.72,2024-01-08,2024-02-12,2023-11-11,11,4,2023,CNN,Audio,Anderson Cooper 360,Kids,TV-MA,Prime Time (7-11pm),Overlay,Smart TV,30,No,FL,New York,18-24,Female,$60-100K,Drama,Max Ad-Free,Yes,9,3395821,2690153,79.22,82508,3.067,1828,2.216,87.2,56.1,4,544061.65,806866.77,202.2419,1.483,Buffering
5380,Best Buy,Canvas Worldwide,Luxury Goods,Subscription Drive,Programmatic Guaranteed,Direct IO,In Flight,775024.51,653268.71,2023-01-12,2023-07-09,2024-11-13,11,4,2024,CNN,Streaming (SVOD),True Detective,Animation,TV-Y7,Overnight (2-5am),Companion Banner,Smart TV,15,No,AZ,Atlanta,35-44,Female,$100-150K,Comedy,Max Ad-Lite,Yes,13,5040362,4560542,90.48,128754,2.823,14625,11.359,75.0,100.0,12,205125.43,245685.02,44.9783,1.198,
5711,Eli Lilly,Crossmedia,QSR,App Install,Upfront,Upfront,Executed,1404695.66,1214608.59,2024-04-27,2024-08-11,2024-03-07,3,1,2024,Cartoon Network,Social,And Just Like That,True Crime,TV-Y,Early Fringe (4-7pm),Overlay,Mobile,15,No,MN,Seattle,55-64,Male,$100-150K,Animation,Linear (No Sub),Yes,3,5412992,5020835,92.76,204201,4.067,15753,7.714,97.5,61.4,3,468901.3,624517.21,93.3911,1.332,
5919,Gucci,Zenith,Finance,Brand Awareness,Scatter,Upfront,Cancelled,1652591.72,1678379.83,2023-03-22,2023-05-04,2024-05-06,5,2,2024,Discovery+,Audio,Euphoria,Animation,TV-MA,Prime Time (7-11pm),Post-roll,Smart TV,15,No,WA,Seattle,35-44,Female,$30-60K,Gaming,Max Ad-Lite,No,2,1002168,868797,86.69,22351,2.573,1371,6.134,88.0,82.6,9,103913.16,138151.61,119.6058,1.329,
5981,McDonald's,Havas Media,Retail,Subscription Drive,Open Market,Sponsorship,Makegood,1905899.86,1995117.47,2023-09-04,2023-11-08,2024-03-06,3,1,2024,CNN,Audio,House of the Dragon,Drama,TV-MA,Early Fringe (4-7pm),Overlay,Tablet,15,Yes,OH,Minneapolis,55-64,Female,>$150K,Reality TV,Max Ad-Lite,Yes,24,3842061,3711361,96.6,193371,5.21,16231,8.394,81.0,92.8,11,86704.82,125797.82,23.362,1.451,
5674,Subway,Zenith,Insurance,Conversions,Upfront,Programmatic,Executed,89559.55,100873.15,2023-07-20,2023-10-03,2024-11-12,11,4,2024,TNT,Audio,NBA on TNT,Reality,TV-G,Prime Time (7-11pm),Mid-roll,Mobile,30,No,AZ,Dallas,25-34,Male,$30-60K,Comedy,Max Ad-Lite,Yes,9,3059191,2528006,82.64,119365,4.722,5289,4.431,91.5,96.9,3,428963.18,547624.23,169.6844,1.277,
5907,Rolex,Havas Media,QSR,Conversions,Programmatic Guaranteed,Direct IO,Executed,1407984.37,1388914.61,2024-05-24,2024-06-12,2023-03-13,3,1,2023,Bleacher Report,Social,Robot Chicken,Drama,TV-Y7,Afternoon (12-4pm),Pre-roll,Smart TV,60,No,TX,Atlanta,55-64,Female,$60-100K,Gaming,Linear (No Sub),No,2,6397167,6152519,96.18,155963,2.535,6774,4.343,80.6,74.2,4,153414.91,216326.59,24.9353,1.41,
5470,DraftKings,UM Worldwide,QSR,Tune-In Promotion,Upfront,Upfront,Executed,209812.24,206617.3,2023-06-30,2023-12-06,2023-03-16,3,1,2023,CNN,Streaming (SVOD),Barry,News,TV-G,Prime Time (7-11pm),Mid-roll,Mobile,45,No,IL,Tampa,35-44,Male,$60-100K,True Crime,Linear (No Sub),No,21,2575332,2375056,92.22,94852,3.994,2370,2.499,69.7,65.6,8,162135.81,270864.49,68.2661,1.671,
5746,AT&T,Mindshare,Healthcare,Brand Awareness,Upfront,Scatter,Executed,412967.17,403438.48,2023-05-15,2023-07-12,2024-07-10,7,3,2024,Discovery+,Programmatic,True Detective,News,TV-MA,Prime Time (7-11pm),Companion Banner,Mobile,45,No,FL,New York,55-64,Male,$100-150K,Documentary,Linear (No Sub),No,12,4119573,3985206,96.74,114934,2.884,8771,7.631,54.1,74.7,8,90154.92,147742.14,22.6224,1.639,
5675,Louis Vuitton,GroupM,Retail,Conversions,Scatter,Direct IO,Cancelled,1259123.02,1421020.37,2024-01-13,2024-06-10,2024-09-05,9,3,2024,TBS,Linear TV,Barry,Drama,TV-14,Early Fringe (4-7pm),Companion Banner,Smart TV,15,No,FL,Seattle,65+,Male,$100-150K,Kids & Family,Max Ad-Free,Yes,14,650241,625244,96.16,24415,3.905,959,3.928,70.2,76.1,10,5885.86,9994.98,9.4137,1.698,
5116,Budweiser,Mediahub,Automotive,Lead Generation,Upfront,Scatter,Executed,28765.82,33565.23,2023-12-20,2024-01-25,2023-12-04,12,4,2023,CNN,Social,Looney Tunes,Documentary,TV-G,Early Fringe (4-7pm),Pre-roll,Mobile,60,No,CO,Boston,45-54,Female,<$30K,True Crime,Max Ad-Lite,Yes,12,6780359,5931486,87.48,144351,2.434,8767,6.073,51.2,86.6,11,404682.16,655195.67,68.2261,1.619,
5605,Pepsi,Canvas Worldwide,Retail,App Install,Scatter,Programmatic,In Flight,1330763.15,1408159.4,2024-04-12,2024-06-17,2023-10-28,10,4,2023,Cartoon Network,FAST,True Detective,News,TV-Y7,Early Fringe (4-7pm),Pre-roll,Desktop,45,No,WA,Miami,35-44,Male,$30-60K,Comedy,Max Ad-Lite,Yes,23,2923263,2329604,79.69,89638,3.848,2386,2.662,50.5,100.0,2,237624.27,330045.97,102.002,1.389,
5042,Honda,UM Worldwide,Automotive,Direct Response,Upfront,Upfront,Executed,502920.02,481909.79,2023-11-05,2023-12-27,2023-09-12,9,3,2023,Adult Swim,Streaming (SVOD),Robot Chicken,Kids,TV-G,Early Fringe (4-7pm),Pre-roll,Desktop,30,No,WA,Atlanta,65+,Female,$100-150K,Sports,Max Ad-Lite,No,9,3757388,3658759,97.38,144774,3.957,20922,14.451,79.3,78.3,11,236717.68,357198.55,64.6989,1.509,Buffering
5796,Rolex,GroupM,Gaming,Direct Response,Scatter,Scatter,Pending,2184223.42,1944599.35,2024-02-23,2024-08-04,2023-08-08,8,3,2023,Max,Streaming (SVOD),True Detective,Sports,TV-Y7,Afternoon (12-4pm),Mid-roll,Tablet,30,No,MN,Chicago,18-24,Female,$100-150K,Gaming,Max Ad-Free,Yes,2,543985,457638,84.13,21142,4.62,1386,6.556,71.4,77.8,4,4134.39,5203.0,9.0342,1.258,Skip
5379,Colgate-Palmolive,Spark Foundry,Retail,App Install,Programmatic Guaranteed,Programmatic,Cancelled,153297.4,165100.82,2024-03-11,2024-04-14,2024-11-24,11,4,2024,Max,Programmatic,Inside the NBA,Sports,TV-MA,Late Night (11pm-2am),Pre-roll,Desktop,45,No,CA,Boston,65+,Female,$30-60K,Comedy,Linear (No Sub),Yes,23,7766538,6473470,83.35,129611,2.002,15148,11.687,95.2,99.5,10,380356.5,518858.39,58.7562,1.364,
5722,Verizon,Hearts & Science,Retail,Lead Generation,Programmatic Guaranteed,Upfront,Executed,1614248.25,1414966.96,2023-10-17,2024-01-21,2023-09-24,9,3,2023,Discovery+,Display,The Wire,Documentary,TV-14,Overnight (2-5am),Mid-roll,Mobile,45,No,NC,Los Angeles,35-44,Male,$30-60K,News,Max Ultimate,Yes,13,6439872,4842623,75.2,160191,3.308,12086,7.545,47.0,70.1,5,225432.33,325016.72,46.5517,1.442,
5206,Procter & Gamble,Wavemaker,Gaming,Subscription Drive,Scatter,Upfront,Makegood,1016086.57,912639.67,2024-01-26,2024-06-25,2024-05-27,5,2,2024,Adult Swim,Streaming (SVOD),House of the Dragon,Comedy,TV-MA,Early Fringe (4-7pm),Mid-roll,Smart TV,45,No,MA,Minneapolis,35-44,Male,$30-60K,Documentary,Max Ad-Lite,Yes,17,475150,389017,81.87,9214,2.369,234,2.54,74.2,77.2,3,17924.39,20999.66,46.0761,1.172,
5466,Target,Mindshare,Pharma,Reach,Open Market,Scatter,Executed,592553.89,605837.87,2024-05-22,2024-10-10,2024-09-18,9,3,2024,Adult Swim,Linear TV,Planet Earth III,News,TV-PG,Prime Time (7-11pm),Pre-roll,Smart TV,45,No,WA,Minneapolis,55-64,Female,$30-60K,Sports,Max Ad-Free,Yes,26,2489203,2352267,94.5,33053,1.405,2376,7.188,83.2,82.2,9,90245.19,140521.94,38.3652,1.557,
5732,Apple,Hearts & Science,Entertainment,Brand Awareness,Upfront,Sponsorship,Executed,1424929.78,1645093.85,2024-02-15,2024-07-01,2023-01-26,1,1,2023,Cartoon Network,Digital Video,And Just Like That,Documentary,TV-PG,Early Fringe (4-7pm),Pause Ad,Mobile,30,Yes,MI,Atlanta,65+,Female,$100-150K,News,Max Ultimate,Yes,27,2368212,2057413,86.88,92738,4.508,9127,9.842,94.6,76.5,11,129696.23,158490.96,63.0385,1.222,
5280,Ford,Hearts & Science,Automotive,Brand Awareness,Upfront,Scatter,In Flight,947589.69,855554.1,2024-02-25,2024-06-20,2023-02-09,2,1,2023,TBS,Digital Video,The Last of Us,Documentary,TV-Y7,Prime Time (7-11pm),Pre-roll,Tablet,45,No,MN,Miami,35-44,Female,$60-100K,Comedy,Linear (No Sub),Yes,18,4254190,3134904,73.69,85667,2.733,6077,7.094,68.4,79.6,10,321603.85,545849.79,102.5881,1.697,Skip
5648,Activision,Initiative,Tech,Retargeting,Scatter,Upfront,In Flight,726148.65,801120.06,2023-11-21,2024-02-05,2023-10-17,10,4,2023,Adult Swim,Streaming (SVOD),Teen Titans Go,Comedy,TV-Y7,Early Fringe (4-7pm),Mid-roll,Smart TV,30,No,AZ,Tampa,25-34,Male,$100-150K,Documentary,Max Ad-Free,Yes,4,3443550,3066822,89.06,106988,3.489,3778,3.531,79.9,65.5,10,170769.24,255702.95,55.6828,1.497,
5618,Lululemon,Initiative,Entertainment,Brand Awareness,Scatter,Upfront,Executed,1850224.21,1568176.24,2023-10-28,2023-12-09,2024-07-05,7,3,2024,Max,Audio,The Last of Us,Sports,TV-14,Early Morning (5-9am),Companion Banner,Desktop,30,No,CO,Miami,35-44,Female,$60-100K,Sports,Max Ad-Lite,Yes,9,3594279,2820616,78.48,73560,2.608,4084,5.552,58.4,89.0,8,119304.72,142356.93,42.2974,1.193,
5118,DraftKings,Zenith,Healthcare,Conversions,Scatter,Programmatic,Executed,1912199.73,1893163.02,2023-09-22,2023-12-03,2023-08-31,8,3,2023,TNT,Streaming (SVOD),House of the Dragon,Drama,TV-Y,Morning (9am-12pm),Pause Ad,Desktop,45,No,OH,Philadelphia,45-54,Male,$60-100K,Reality TV,Linear (No Sub),Yes,2,5941533,4513380,75.96,182113,4.035,4946,2.716,85.4,78.4,1,89767.97,129136.45,19.8893,1.439,Skip
5237,Verizon,Zenith,Finance,App Install,Scatter,Scatter,Executed,641132.34,578840.0,2024-03-03,2024-08-02,2023-01-02,1,1,2023,HBO,Streaming (SVOD),NBA on TNT,True Crime,TV-Y,Prime Time (7-11pm),Companion Banner,Smart TV,45,No,TX,Los Angeles,45-54,Female,>$150K,Reality TV,Max Ad-Lite,No,15,6230652,5986011,96.07,321529,5.371,24380,7.583,84.2,73.4,8,598144.97,884794.41,99.9238,1.479,
5309,Procter & Gamble,Zenith,Automotive,App Install,Open Market,Programmatic,In Flight,1587453.41,1589658.74,2023-07-07,2023-08-01,2023-09-19,9,3,2023,Cartoon Network,FAST,Inside the NBA,Reality,TV-G,Afternoon (12-4pm),Overlay,Mobile,15,No,NY,Dallas,35-44,Female,>$150K,Documentary,Max Ad-Free,No,21,5488109,5307309,96.71,309766,5.837,14109,4.555,70.2,89.7,7,43664.29,64672.8,8.2272,1.481,
5456,Peacock,Omnicom Media Group,CPG,Brand Awareness,Upfront,Scatter,Executed,611543.21,533155.92,2023-02-23,2023-04-27,2023-04-07,4,2,2023,Adult Swim,Display,90 Day Fiancé,Drama,TV-G,Prime Time (7-11pm),Pre-roll,Connected Device,15,No,TX,Seattle,55-64,Male,$60-100K,Comedy,Linear (No Sub),Yes,15,2716049,2407908,88.65,49914,2.073,875,1.753,68.2,80.0,12,189003.92,279701.77,78.493,1.48,
5900,Home Depot,Carat,Insurance,Conversions,Upfront,Scatter,In Flight,1348188.56,1129944.11,2023-08-08,2023-09-22,2023-07-26,7,3,2023,Discovery+,FAST,CNN This Morning,Reality,TV-MA,Late Night (11pm-2am),Mid-roll,Desktop,30,No,GA,Minneapolis,45-54,Female,$100-150K,Sports,Linear (No Sub),Yes,12,1329706,1306531,98.26,23947,1.833,1584,6.615,57.0,71.7,2,35316.97,53640.35,27.0311,1.519,Skip
5475,Chevrolet,Initiative,Healthcare,Lead Generation,Scatter,Scatter,Executed,687181.9,631393.77,2023-08-17,2023-09-15,2023-10-17,10,4,2023,Discovery+,Display,Game of Thrones,News,TV-Y,Early Morning (5-9am),Pre-roll,Smart TV,15,No,MI,New York,35-44,Male,$100-150K,Kids & Family,Max Ad-Lite,Yes,22,6942495,5833100,84.02,98551,1.69,12641,12.827,89.9,78.8,4,64957.98,79493.09,11.1361,1.224,
5100,Best Buy,Starcom,Retail,Direct Response,Scatter,Direct IO,Executed,1269326.51,1332228.64,2024-02-23,2024-06-16,2023-05-11,5,2,2023,Max,Programmatic,NBA on TNT,Sports,TV-MA,Late Night (11pm-2am),Mid-roll,Tablet,30,No,GA,Denver,45-54,Male,$60-100K,Gaming,Linear (No Sub),No,6,1854546,1854546,100.0,86906,4.686,4559,5.246,95.3,74.6,2,93997.66,133596.86,50.685,1.421,
5261,Under Armour,Dentsu,Gaming,Direct Response,Programmatic Guaranteed,Programmatic,Executed,1029730.31,988724.61,2023-09-19,2023-11-29,2024-07-14,7,3,2024,truTV,FAST,Euphoria,News,TV-Y,Prime Time (7-11pm),Pre-roll,Smart TV,30,No,PA,Boston,25-34,Female,$30-60K,News,Max Ad-Lite,No,20,7010808,5837753,83.27,302670,5.185,14916,4.928,78.5,76.3,7,66113.72,83601.38,11.3252,1.265,
5993,Netflix,Zenith,Travel,Tune-In Promotion,Upfront,Programmatic,Executed,1631149.84,1485120.21,2024-05-03,2024-10-21,2023-08-26,8,3,2023,TBS,Display,Teen Titans Go,Kids,TV-G,Morning (9am-12pm),Mid-roll,Smart TV,45,No,MI,Dallas,55-64,Female,$30-60K,Kids & Family,Max Ultimate,No,15,6367726,6315025,99.17,168695,2.671,11628,6.893,61.4,80.9,3,69244.88,87430.88,10.9651,1.263,
5305,Lululemon,Dentsu,Luxury Goods,Lead Generation,Upfront,Programmatic,Makegood,112421.29,121843.44,2024-01-25,2024-05-03,2024-06-06,6,2,2024,Adult Swim,Streaming (SVOD),White Lotus,Kids,TV-PG,Afternoon (12-4pm),Pre-roll,Smart TV,30,No,PA,Phoenix,55-64,Male,>$150K,Reality TV,Max Ad-Lite,No,26,2323770,2296158,98.81,75297,3.279,5184,6.885,73.1,87.0,9,141906.24,235987.98,61.8016,1.663,
5354,Adidas,Spark Foundry,Telecom,Brand Awareness,Scatter,Scatter,In Flight,1220787.91,1129966.28,2023-11-27,2024-04-29,2024-04-15,4,2,2024,HBO,Digital Video,White Lotus,True Crime,TV-PG,Overnight (2-5am),Pre-roll,Smart TV,30,No,OH,Miami,55-64,Male,<$30K,Animation,Max Ad-Lite,Yes,6,4232636,3834713,90.6,73074,1.906,2837,3.882,89.4,95.1,12,227047.6,297770.21,59.2085,1.311,
5286,McDonald's,Initiative,Entertainment,Lead Generation,Scatter,Scatter,Pending,1882456.0,1804162.42,2023-12-19,2024-06-11,2024-11-18,11,4,2024,truTV,Audio,Shark Week,Comedy,TV-MA,Early Fringe (4-7pm),Post-roll,Desktop,30,No,NC,Dallas,55-64,Male,$100-150K,Comedy,Max Ad-Free,Yes,16,3578124,3259379,91.09,87031,2.67,8483,9.747,70.4,87.0,5,301855.0,455832.62,92.6112,1.51,
